ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler
216.244.66.bbi,2017-6-30,0:00:00,0,1130713,0001179110-15-007583,xslF345X03/edgar.xml,200,16454,0,0,0,10,0
216.244.66.bbi,2017-6-30,0:00:00,0,836690,0001104659-16-097359,a16-2007_1ex31d2.htm,301,675,0,0,0,10,0
216.244.66.bbi,2017-6-30,0:00:00,0,836690,0001104659-16-097359,a16-2007_110q.htm,301,669,0,0,0,10,0
216.244.66.ddh,2017-6-30,0:00:00,0,39368,0001225208-17-002410,xslF345X03/doc4.xml,200,29751,0,0,0,10,0
216.244.66.ddh,2017-6-30,0:00:00,0,868780,0001209191-16-128449,xslF345X01/doc4.xml,200,16846,0,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000437,#NAME?,200,2905,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000040545-17-000033,#NAME?,200,2738,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000040545-17-000035,#NAME?,200,2874,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000449,#NAME?,200,2868,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000450,#NAME?,200,2867,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000451,#NAME?,200,2911,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0001231205-17-000059,#NAME?,200,2832,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000488,#NAME?,200,2927,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000489,#NAME?,200,2929,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000492,#NAME?,200,2957,1,0,0,10,0
34.226.172.ebg,2017-6-30,0:00:00,0,40545,0000947871-17-000493,#NAME?,200,2952,1,0,0,10,0
35.161.75.beg,2017-6-30,0:00:00,0,875159,0001571049-17-006349,t1702029_8k.htm,200,31636,0,0,0,10,0
35.161.75.beg,2017-6-30,0:00:00,0,875159,0001571049-17-006349,t1702029_ex4-1.htm,200,260317,0,0,0,10,0
35.167.212.fha,2017-6-30,0:00:00,0,1388496,0001140361-07-015506,#NAME?,200,2823,1,0,0,10,0
35.167.212.fha,2017-6-30,0:00:00,0,1412455,9999999997-07-042261,#NAME?,200,2686,1,0,0,10,0
38.105.116.iei,2017-6-30,0:00:00,0,814008,0000943763-97-000038,.txt,301,642,0,0,0,10,0
38.105.116.iei,2017-6-30,0:00:00,0,910659,0000930661-97-001022,.txt,301,642,0,0,0,10,0
38.105.116.iei,2017-6-30,0:00:00,0,910659,0000930661-97-001022,.txt,0,97625,0,0,0,10,0
38.105.116.iei,2017-6-30,0:00:00,0,910659,0000930661-97-001326,.txt,200,45805,0,0,0,10,0
38.105.116.iei,2017-6-30,0:00:00,0,814008,0000943763-97-000038,.txt,200,66697,0,0,0,10,0
38.105.116.iei,2017-6-30,0:00:00,0,814008,0000943763-97-000032,.txt,200,29175,0,0,0,10,0
38.105.116.iei,2017-6-30,0:00:00,0,910659,0000930661-97-001326,.txt,301,642,0,0,0,10,0
38.140.198.dgd,2017-6-30,0:00:00,0,1112920,0001185185-17-001473,#NAME?,200,7406,1,0,0,10,0
38.140.198.dgd,2017-6-30,0:00:00,0,1517022,0001193125-17-218379,d404244d8k.htm,301,664,0,0,0,10,0
38.140.198.dgd,2017-6-30,0:00:00,0,1517022,0001193125-17-218379,d404244d8k.htm,200,19882,0,0,0,10,0
38.140.198.dgd,2017-6-30,0:00:00,0,1112920,0001185185-17-001473,#NAME?,301,682,1,0,0,10,0
45.32.128.fbb,2017-6-30,0:00:00,0,1627793,0001627793-14-000001,primary_doc.xml,301,657,0,0,0,10,0
45.32.128.fbb,2017-6-30,0:00:00,0,1627793,0001627793-14-000001,#NAME?,200,6567,1,0,0,10,0
45.32.128.fbb,2017-6-30,0:00:00,0,1627793,0001627793-14-000001,.hdr.sgml,200,1392,0,0,0,10,0
5.9.94.eaj,2017-6-30,0:00:00,0,1002225,0001104659-15-046802,a15-14544_18k.htm,200,19590,0,0,0,10,0
50.87.249.ede,2017-6-30,0:00:00,0,1094139,0001144204-12-058439,#NAME?,301,678,1,0,0,10,0
52.90.157.idh,2017-6-30,0:00:00,0,1517022,9999999997-17-007323,.txt,200,8010,0,0,0,10,0
54.158.86.dci,2017-6-30,0:00:00,0,1344980,0001179110-17-007580,#NAME?,200,7495,1,0,0,10,0
54.162.220.aah,2017-6-30,0:00:00,0,1487920,0001214659-14-001368,usfc-20131231_lab.xml,200,746744,0,0,0,10,0
54.162.220.aah,2017-6-30,0:00:00,0,924642,0000950138-99-000162,.txt,200,203346,0,0,0,10,0
54.162.220.aah,2017-6-30,0:00:00,0,1487920,0001214659-14-001368,usfc-20131231_def.xml,200,239331,0,0,0,10,0
54.162.220.aah,2017-6-30,0:00:00,0,1487920,0001214659-14-001368,usfc-20131231_cal.xml,200,67779,0,0,0,10,0
54.162.220.aah,2017-6-30,0:00:00,0,924642,0000950138-99-000162,#NAME?,200,2746,1,0,0,10,0
54.173.181.ghf,2017-6-30,0:00:00,0,1072379,0001144204-17-034437,#NAME?,200,2872,1,0,0,10,0
54.173.181.ghf,2017-6-30,0:00:00,0,278130,0001157523-17-001886,#NAME?,200,2908,1,0,0,10,0
54.173.181.ghf,2017-6-30,0:00:00,0,1021860,0001193125-17-215536,#NAME?,200,2853,1,0,0,10,0
54.175.208.fdh,2017-6-30,0:00:00,0,1039684,0001039684-17-000081,#NAME?,200,2718,1,0,0,10,0
54.175.208.fdh,2017-6-30,0:00:00,0,1014739,0001144204-17-034758,#NAME?,200,3156,1,0,0,10,0
54.175.208.fdh,2017-6-30,0:00:00,0,1679049,0001679049-17-000013,#NAME?,200,2770,1,0,0,10,0
54.175.208.fdh,2017-6-30,0:00:00,0,724571,0001157523-17-001892,#NAME?,200,2793,1,0,0,10,0
54.175.208.fdh,2017-6-30,0:00:00,0,1562039,0001562039-17-000022,#NAME?,200,3125,1,0,0,10,0
54.212.94.jcd,2017-6-30,0:00:00,0,1503584,0000000000-13-003580,#NAME?,301,288,1,0,1,10,0
54.212.94.jcd,2017-6-30,0:00:00,0,1503584,0001317861-13-000008,#NAME?,301,288,1,0,1,10,0
54.212.94.jcd,2017-6-30,0:00:00,0,1503584,0000000000-13-003580,#NAME?,200,6083,1,0,0,10,0
54.212.94.jcd,2017-6-30,0:00:00,0,1503584,0000000000-13-003580,#NAME?,301,677,1,0,0,10,0
54.212.94.jcd,2017-6-30,0:00:00,0,1503584,0001317861-13-000008,#NAME?,200,6849,1,0,0,10,0
54.212.94.jcd,2017-6-30,0:00:00,0,1503584,0001317861-13-000008,#NAME?,301,681,1,0,0,10,0
54.67.64.eij,2017-6-30,0:00:00,0,1677100,0001677100-17-000001,primary_doc.xml,301,661,0,0,0,10,0
54.67.64.eij,2017-6-30,0:00:00,0,1677100,0001677100-17-000001,primary_doc.xml,200,2505,0,0,0,10,0
62.65.39.jcf,2017-6-30,0:00:00,0,1470766,0000950123-16-022486,#NAME?,200,2745,1,0,0,10,0
62.65.39.jcf,2017-6-30,0:00:00,0,1470766,0000950123-16-022486,#NAME?,301,683,1,0,0,10,0
66.249.66.aag,2017-6-30,0:00:00,0,778206,0001398344-11-002051,fp0003424_npx.txt,304,249,0,0,0,10,0
66.249.66.chj,2017-6-30,0:00:00,0,1688667,0001493152-16-014777,#NAME?,200,4464,1,0,0,10,0
66.249.66.jjh,2017-6-30,0:00:00,0,315066,0000315066-04-001959,.txt,304,249,0,0,0,10,0
66.249.66.jjh,2017-6-30,0:00:00,0,919012,0000950123-09-011442,l36677aexv31w1.htm,200,2565,0,0,0,10,0
68.180.230.ede,2017-6-30,0:00:00,0,1109546,0000902664-15-004514,xslF345X03/p15-2330form4.xml,200,4572,0,0,0,10,0
68.180.230.ede,2017-6-30,0:00:00,0,913165,0001181431-11-034345,xslF345X03/rrd314075.xml,200,3755,0,0,0,10,0
